searchValue,createBy,createByName,createTime,createHourNum,updateBy,updateByName,updateTime,remark,params,isActive,errMessage,earNumForOpr,id,farmCode,cowUniqid,earNum,cowHealthStatus,lactation,fertilityStatus,recentEstrusDate,recentExaminationDate,isEstrusNoinsem,recentInsemDate,recentDiseaseDate,inseminationTimes,frozenSpermNum,recentDryDate,recentCalvingDate,forbidReason,recentAbortionDate,entryDate,insemType,cowNum,entryType,movePreFarmCode,exitDate,exitType,penCode,purpose,flagOne,flagTwo,recentForbidDate,electronicEartag,collarNum,examinationTimes,milkStatus,recentCancelForbidDate,firstInsemLactationDate,firstInsemDate,weanedCalfDate,firstCalvingDate,lastMilkDays,diseasePenDate,blindDate,blindArea,lastTransfertoPerinatalDate,transfertoPerinatalDate,pedometer,embryoNum,initCowstatusDate,recentFixCowstatusDate,living,penName,cowType,dayAge,monthAge,calvingDays,milkDays,pregnancyDays,insemDays,dryDays,dueDryDate,toDryDays,dueDate,dueDays,isForbid,firstInsemLactationDays,firstInsemMonthAge,abortionDays,birthday,sex,cultivar,fatherNum,motherNum,motherCowUniqid,birthFarmCode,weanedCalfDays,firstCalvingMonthAge,milkTotalMonthAge,estrusDays,diseasePenDays,transfertoPerinatalDays,lastTransfertoPerinatalDays,isExist,stopsDays,resistanceDays,partitePenCode,milkYieldOne,deliveryDateOne,milkYieldTwo,deliveryDateTwo,milkYieldThree,deliveryDateThree,milkYieldFour,deliveryDateFour,grandFather,grandPa,purchased,grandMother,grandMa,isCore,coreDate,paramsVerify
,10042,,2025-05-16 16:32:22,4799,,,2025-11-19 10:16:42,,{},1,,,26799488,10042,cow17473843419953324500,25020613,CHS01,0,FS001,,,,,,0,,,,,,2025-05-15 00:00:00,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,202,6.64,,,,,,,,,,False,,,,2025-05-15 00:00:00,0,CC002,551HO04599,359213,cow17018452264802091677,10042,68,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-16 16:32:28,4799,,,2025-11-19 10:16:42,,{},1,,,26770544,10042,cow17473843481513324505,25020615,CHS01,0,FS001,,,,,,0,,,,,,2025-05-15 00:00:00,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,202,6.64,,,,,,,,,,False,,,,2025-05-15 00:00:00,0,CC002,551HO04599,359828,cow17018452265492091986,10042,68,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-16 16:32:25,4799,,,2025-11-19 10:16:42,,{},1,,,26770543,10042,cow17473843456663324504,25020614,CHS01,0,FS001,,,,,,0,,,,,,2025-05-15 00:00:00,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,202,6.64,,,,,,,,,,False,,,,2025-05-15 00:00:00,0,CC002,551HO04599,341695,cow17018452262972090878,10042,68,,,,,,,1,,,604,,,,,,,,,,7HO16281,否,,,,,
,10042,,2025-05-16 16:32:25,4799,,,2025-11-19 10:16:42,,{},1,,,26770542,10042,cow17473843448093324503,25020616,CHS01,0,FS001,,,,,,0,,,,,,2025-05-15 00:00:00,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,202,6.64,,,,,,,,,,False,,,,2025-05-15 00:00:00,0,CC002,551HO04599,340573,cow17018452262642090730,10042,68,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-15 15:22:41,4824,,,2025-10-15 10:17:55,,{},1,,,26769651,10042,cow17472937613223322445,25020606,CHS01,0,FS001,,,,,,0,,,,,,2025-05-14 17:28:27,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,203,6.68,,,,,,,,,,False,,,,2025-05-14 17:28:27,0,CC002,029HO20730,341364,cow17018452262852090823,10042,69,,,,,,,1,,,604,,,,,,,,,,614HO15201,否,,,,,
,10042,,2025-05-15 15:22:40,4824,,,2025-10-15 10:17:55,,{},1,,,26769650,10042,cow17472937605863322444,25020610,CHS01,0,FS001,,,,,,0,,,,,,2025-05-14 17:28:27,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,203,6.68,,,,,,,,,,False,,,,2025-05-14 17:28:27,0,CC002,551HO04599,340032,cow17018452262402084225,10042,69,,,,,,,1,,,604,,,,,,,,,,551HO04588,否,,,,,
,10042,,2025-05-15 15:22:38,4824,,,2025-10-15 10:17:55,,{},1,,,26769649,10042,cow17472937583083322441,25020608,CHS01,0,FS001,,,,,,0,,,,,,2025-05-14 17:28:27,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,203,6.68,,,,,,,,,,False,,,,2025-05-14 17:28:27,0,CC002,551HO04599,87879,cow17018452267952093064,10042,69,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-14 17:18:44,4846,,,2025-10-15 10:17:55,,{},1,,,26751965,10042,cow17472143238593321446,25020605,CHS01,0,FS001,,,,,,0,,,,,,2025-05-13 00:00:00,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,204,6.71,,,,,,,,,,False,,,,2025-05-13 00:00:00,0,CC002,551HO04599,333581,cow17018452261662083906,10042,70,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-14 17:18:43,4846,,,2025-10-15 10:17:55,,{},1,,,26751964,10042,cow17472143231123321445,25020600,CHS01,0,FS001,,,,,,0,,,,,,2025-05-13 00:00:00,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,204,6.71,,,,,,,,,,False,,,,2025-05-13 00:00:00,0,CC002,551HO04599,48622,cow17018452265802092114,10042,70,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-13 18:36:07,4869,,,2025-10-15 10:17:55,,{},1,,,26751207,10042,cow17471325675653320330,25020581,CHS01,0,FS001,,,,,,0,,,,,,2025-05-11 17:10:19,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,206,6.78,,,,,,,,,,False,,,,2025-05-11 17:10:19,0,CC002,551HO04599,334391,cow17018452262062084099,10042,72,,,,,,,1,,,604,,,,,,,,,,507HO14229,否,,,,,
,10042,,2025-05-13 18:36:07,4869,,,2025-10-15 10:17:55,,{},1,,,26751206,10042,cow17471325668543320329,25020585,CHS01,0,FS001,,,,,,0,,,,,,2025-05-11 17:10:19,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,206,6.78,,,,,,,,,,False,,,,2025-05-11 17:10:19,0,CC002,551HO04599,340893,cow17018452262742090772,10042,72,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-13 18:36:06,4869,,,2025-10-15 10:17:55,,{},1,,,26751205,10042,cow17471325661143320328,25020595,CHS01,0,FS001,,,,,,0,,,,,,2025-05-12 15:57:12,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,205,6.74,,,,,,,,,,False,,,,2025-05-12 15:57:12,0,CC002,551HO04599,85633,cow17018452267442092834,10042,71,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-13 18:36:04,4869,,,2025-10-15 10:17:55,,{},1,,,26751203,10042,cow17471325646423320325,25020587,CHS01,0,FS001,,,,,,0,,,,,,2025-05-11 17:10:19,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,206,6.78,,,,,,,,,,False,,,,2025-05-11 17:10:19,0,CC002,551HO04599,359384,cow17018452264992091759,10042,72,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-13 18:36:04,4869,,,2025-10-15 10:17:55,,{},1,,,26751202,10042,cow17471325639353320324,25020582,CHS01,0,FS001,,,,,,0,,,,,,2025-05-11 17:10:19,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,206,6.78,,,,,,,,,,False,,,,2025-05-11 17:10:19,0,CC002,551HO04599,77476,cow17018452266932092605,10042,72,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-13 18:36:02,4869,,,2025-10-15 10:17:55,,{},1,,,26751201,10042,cow17471325625143320322,25020598,CHS01,0,FS001,,,,,,0,,,,,,2025-05-12 15:57:12,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,205,6.74,,,,,,,,,,False,,,,2025-05-12 15:57:12,0,CC002,551HO04599,72192,cow17018452266462092401,10042,71,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-13 18:36:01,4869,,,2025-10-15 10:17:55,,{},1,,,26751200,10042,cow17471325617623320321,25020584,CHS01,0,FS001,,,,,,0,,,,,,2025-05-11 17:10:19,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,206,6.78,,,,,,,,,,False,,,,2025-05-11 17:10:19,0,CC002,551HO04599,340537,cow17018452262612084320,10042,72,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-13 18:36:01,4869,,,2025-10-15 10:17:55,,{},1,,,26751199,10042,cow17471325609933320320,25020589,CHS01,0,FS001,,,,,,0,,,,,,2025-05-12 15:57:12,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,205,6.74,,,,,,,,,,False,,,,2025-05-12 15:57:12,0,CC002,551HO04599,341528,cow17018452262912090851,10042,71,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-13 18:35:59,4869,,,2025-10-15 10:17:55,,{},1,,,26751198,10042,cow17471325594173320318,25020586,CHS01,0,FS001,,,,,,0,,,,,,2025-05-11 17:10:19,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,206,6.78,,,,,,,,,,False,,,,2025-05-11 17:10:19,0,CC002,551HO04599,359802,cow17018452265472091977,10042,72,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-13 18:35:56,4869,,,2025-10-15 10:17:55,,{},1,,,26751195,10042,cow17471325564293320314,25020599,CHS01,0,FS001,,,,,,0,,,,,,2025-05-12 15:57:12,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,205,6.74,,,,,,,,,,False,,,,2025-05-12 15:57:12,0,CC002,029HO20730,333565,cow17018452261642083898,10042,71,,,,,,,1,,,604,,,,,,,,,,629HO18852,否,,,,,
,10042,,2025-05-13 18:35:50,4869,,,2025-10-15 10:17:55,,{},1,,,26751193,10042,cow17471325508033320312,25020592,CHS01,0,FS001,,,,,,0,,,,,,2025-05-12 15:57:12,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,205,6.74,,,,,,,,,,False,,,,2025-05-12 15:57:12,0,CC002,551HO04599,324769,cow17018452261452083818,10042,71,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-11 09:30:37,4926,,,2025-10-15 10:17:55,,{},1,,,26749173,10042,cow17469270377613315449,25020576,CHS01,0,FS001,,,,,,0,,,,,,2025-05-10 17:38:13,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,207,6.81,,,,,,,,,,False,,,,2025-05-10 17:38:13,0,CC002,551HO04599,324411,cow17018452261282083744,10042,73,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-11 09:30:37,4926,,,2025-10-15 10:17:55,,{},1,,,26749172,10042,cow17469270371083315448,25020579,CHS01,0,FS001,,,,,,0,,,,,,2025-05-10 17:38:13,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,207,6.81,,,,,,,,,,False,,,,2025-05-10 17:38:13,0,CC002,029HO20730,341973,cow17018452263152090959,10042,73,,,,,,,1,,,604,,,,,,,,,,629HO18852,否,,,,,
,10042,,2025-05-11 09:30:36,4926,,,2025-10-15 10:17:55,,{},1,,,26749171,10042,cow17469270364483315447,25020569,CHS01,0,FS001,,,,,,0,,,,,,2025-05-10 17:38:13,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,207,6.81,,,,,,,,,,False,,,,2025-05-10 17:38:13,0,CC002,551HO04599,341501,cow17018452262892090839,10042,73,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-11 09:30:35,4926,,,2025-10-15 10:17:55,,{},1,,,26749170,10042,cow17469270357533315446,25020574,CHS01,0,FS001,,,,,,0,,,,,,2025-05-10 17:38:13,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,207,6.81,,,,,,,,,,False,,,,2025-05-10 17:38:13,0,CC002,551HO04599,359420,cow17018452265042091781,10042,73,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-11 09:30:35,4926,,,2025-10-15 10:17:55,,{},1,,,26749169,10042,cow17469270343813315445,25020571,CHS01,0,FS001,,,,,,0,,,,,,2025-05-10 17:38:13,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,207,6.81,,,,,,,,,,False,,,,2025-05-10 17:38:13,0,CC002,551HO04599,299478,cow17018452261142083688,10042,73,,,,,,,1,,,604,,,,,,,,,,7HO16281,否,,,,,
,10042,,2025-05-11 09:30:31,4926,,,2025-10-15 10:17:55,,{},1,,,26749166,10042,cow17469270309043315441,25020577,CHS01,0,FS001,,,,,,0,,,,,,2025-05-10 17:38:13,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,207,6.81,,,,,,,,,,False,,,,2025-05-10 17:38:13,0,CC002,551HO04599,334321,cow17018452261992084039,10042,73,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-11 09:30:30,4926,,,2025-10-15 10:17:55,,{},1,,,26749165,10042,cow17469270302193315440,25020575,CHS01,0,FS001,,,,,,0,,,,,,2025-05-10 17:38:13,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,207,6.81,,,,,,,,,,False,,,,2025-05-10 17:38:13,0,CC002,551HO04599,333797,cow17018452261802083965,10042,73,,,,,,,1,,,604,,,,,,,,,,7HO16281,否,,,,,
,10042,,2025-05-11 09:30:29,4926,,,2025-10-15 10:17:55,,{},1,,,26749164,10042,cow17469270295283315439,25020573,CHS01,0,FS001,,,,,,0,,,,,,2025-05-10 17:38:13,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,207,6.81,,,,,,,,,,False,,,,2025-05-10 17:38:13,0,CC002,551HO04599,339752,cow17018452262252084177,10042,73,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-11 09:30:29,4926,,,2025-10-15 10:17:55,,{},1,,,26749163,10042,cow17469270288643315438,25020572,CHS01,0,FS001,,,,,,0,,,,,,2025-05-10 17:38:13,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,207,6.81,,,,,,,,,,False,,,,2025-05-10 17:38:13,0,CC002,551HO04599,354835,cow17018452264542091562,10042,73,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-11 09:30:28,4926,,,2025-10-15 10:17:55,,{},1,,,26749162,10042,cow17469270281313315437,25020570,CHS01,0,FS001,,,,,,0,,,,,,2025-05-10 17:38:13,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,207,6.81,,,,,,,,,,False,,,,2025-05-10 17:38:13,0,CC002,551HO04599,354859,cow17018452264562091573,10042,73,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-10 10:41:45,4949,,,2025-10-15 10:17:55,,{},1,,,26748693,10042,cow17468449056083314369,25020562,CHS01,0,FS001,,,,,,0,,,,,,2025-05-08 15:53:19,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,209,6.88,,,,,,,,,,False,,,,2025-05-08 15:53:19,0,CC002,551HO04599,333720,cow17018452261742083940,10042,68,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-10 10:41:41,4949,,,2025-10-15 10:17:55,,{},1,,,26748692,10042,cow17468449011503314364,25020567,CHS01,0,FS001,,,,,,0,,,,,,2025-05-09 17:55:14,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-21 10:15:25,,,,,,,,,,,,True,604,CT003,208,6.84,,,,,,,,,,False,,,,2025-05-09 17:55:14,0,CC002,551HO04599,359938,cow17018452265582092027,10042,74,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-10 10:41:39,4949,,,2025-10-15 10:17:55,,{},1,,,26748690,10042,cow17468448995093314362,25020557,CHS01,0,FS001,,,,,,0,,,,,,2025-05-08 15:53:19,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,209,6.88,,,,,,,,,,False,,,,2025-05-08 15:53:19,0,CC002,551HO04599,350714,cow17018452264292091456,10042,68,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-08 15:57:47,4992,,,2025-10-15 10:17:55,,{},1,,,26747766,10042,cow17466910668573312376,25020556,CHS01,0,FS001,,,,,,0,,,,,,2025-05-07 17:30:12,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,210,6.91,,,,,,,,,,False,,,,2025-05-07 17:30:12,0,CC002,551HO04599,79682,cow17018452266992092633,10042,69,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-08 15:57:30,4992,,,2025-10-15 10:17:55,,{},1,,,26747762,10042,cow17466910487183312369,25020554,CHS01,0,FS001,,,,,,0,,,,,,2025-05-07 17:30:12,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,210,6.91,,,,,,,,,,False,,,,2025-05-07 17:30:12,0,CC002,551HO04599,350812,cow17018452264382091492,10042,69,,,,,,,1,,,604,,,,,,,,,,7HO16281,否,,,,,
